charity_id,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
4084,100,663980,All Classical Portland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8198,Portland,nan,175003,5.01,"President, CEO",-53720,89.18,475040,10052611,"Arts, Culture, Humanities : Public Broadcasting and Media ",50215,92.34,29086,2352765,OR,3286515
4085,82,296116,All About Developmental Disabilities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10949,Decatur,nan,144800,4.15,Executive Director,703741,95,135049,4025178,Human Services : Social Services ,77368,86.79,0,3054587,GA,3886320
4086,100,142071,All God's Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6987,Villa Park,nan,65564,5.04,President,-33611,92.3,11237,933619,"International : Development and Relief Services , ",7446,94.55,0,1145245,IL,1257496
4087,92,173145,ALIVE!,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11105,Alexandria ,nan,83168,3.95,Executive Director,-143942,94.6,36801,1252294,Human Services : Children's and Family Services ,4142,93.17,0,1894308,VA,1858123
4088,85,224357,ALIGN: The Alliance for a Greater New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16364,New York,nan,,,Executive Director,229798,85.12,137106,1369276,Human and Civil Rights : Advocacy and Education ,2408,85.05,0,1091726,NY,1662879
4089,96,337572,Alfalit International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7225,Doral,nan,,,nan,294276,82.91,157946,725648,International : Development and Relief Services ,639642,87.58,0,3723599,FL,3873751
4090,65,188822,Aldersgate Renewal Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8155,Goodlettsville,nan,,,nan,-118872,84.06,50822,1498500,Religion : Religious Activities ,30145,72.8,0,631359,TN,507863
4091,89,637475,Alexander Graham Bell Association for the Deaf and Hard of Hearing,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12095,Washington,nan,183750,5.54,Chief Executive Officer,724167,81.97,500931,7320416,"Health : Diseases, Disorders, and Disciplines ",398263,85.06,0,2177514,DC,3194586
4092,100,1163818,Alex's Lemonade Stand Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12443,Bala Cynwyd,nan,147607,0.7,Co-Executive Director,250016,96.27,1272553,13824638,"Health : Medical Research , ",1826246,97.36,0,18497819,PA,19357960
4093,96,354469,The Aleph Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10421,Surfside,nan,140630,3.69,CEO,19232,72.77,538648,-166932,Human Services : Social Services ,169174,80.53,0,2915509,FL,3658684
4094,92,239350,Albuquerque Museum Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15417,Albuquerque,nan,94404,5.09,Executive Director,-703350,91.78,155474,15556283,"Arts, Culture, Humanities : Museums ",486144,91.88,0,1458733,NM,664063
4095,96,573301,Alexander Muss Institute for Israel Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3821,Rockville Centre,nan,123378,1.3,Co-Executive Director,365150,95.02,4911,19425759,"International : International Peace, Security, and Affairs ",63222,95.48,0,8899050,NY,2134119
4096,88,2714953,Albright-Knox Art Gallery,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6779,Buffalo,nan,275000,1.69,Director,-5415432,98.72,560754,131975104,"Arts, Culture, Humanities : Museums ",3918432,91.46,0,12981369,NY,3957720
4097,70,1473269,The Albertsons Companies Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14971,Pleasanton,nan,,,Executive Director,7856107,90,765675,30957862,"Community Development : Housing and Neighborhood Development , ",4146820,77.63,0,25071829,CA,31020060
4098,96,199533,Alaska Wilderness League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7132,Washington,nan,143785,4.26,Executive Director,-2226,84.71,488744,2985006,Environment : Environmental Protection and Conservation ,228164,88.82,0,2679354,DC,3133802
4099,100,582719,The Albert Baker Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10988,Sacramento,nan,154684,6.28,Chief Executive Officer,-2532366,69.6,290910,32988914,Education : Scholarship and Financial Support ,-513307,78.5,0,1587327,CA,407408
4100,85,236448,Albany Institute of History & Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6766,Albany,nan,,,nan,-574779,71.98,400449,11730667,"Arts, Culture, Humanities : Museums ",255990,77.52,0,1171927,NY,866150
4101,97,1264803,Alameda County Community Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5818,Oakland,nan,247774,0.36,Executive Director,1502301,100,2178476,21320563,"Human Services : Food Banks, Food Pantries, and Food Distribution ",147671,97.87,0,64111864,CA,68202637
4102,100,594135,Alaska Conservation Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5928,Anchorage,nan,110288,2.93,CEO,499688,77.42,305952,9867152,"Environment : Environmental Protection and Conservation , ",545387,84.03,0,2860710,AK,3665087
4103,81,1248931,Alabama Shakespeare Festival,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7261,Montgomery,nan,186900,2.36,Artistic Director,1027345,87.11,485996,2028477,"Arts, Culture, Humanities : Performing Arts ",312307,83.76,0,6169804,AL,5327376
4104,88,275811,Alabama Law Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14799,Montgomery,nan,109522,8.15,Executive Director,3008318,88.12,87601,7992661,"Human and Civil Rights : Advocacy and Education , ",175362,88.05,0,979939,AL,4176307
4105,66,301663,Al-Furqaan Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16362,Bolingbrook,nan,27300,1.59,President,574936,79.42,64902,1661304,Religion : Religious Media and Broadcasting ,106925,71.89,0,1344556,IL,1594094
4106,85,150138,Alabama Ballet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11636,Birmingham,nan,85000,4.67,Executive Director,65947,85.94,100343,1178158,"Arts, Culture, Humanities : Performing Arts ",53967,85.46,0,1565846,AL,1052194
4107,96,177593,Akshaya Patra USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16829,Stoneham,nan,137299,3.18,CEO,1032565,94.5,379017,2750364,"International : Development and Relief Services , ",2845806,95.19,0,3754912,MA,2498281
4108,100,1144709,Akron-Canton Regional Foodbank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8192,Akron,nan,211900,0.55,President and CEO,144905,91.43,1578765,12099193,"Human Services : Food Banks, Food Pantries, and Food Distribution ",24904,93.94,0,35190529,OH,35508462
4109,89,590967,Alabama Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9645,Birmingham,nan,180083,2.62,President,-323294,72.91,803861,939643,"Arts, Culture, Humanities : Performing Arts ",744043,79.32,0,5472078,AL,4421678
4110,81,1160239,Akron Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6627,Akron,nan,164491,3.99,"Executive Director, CEO",-940008,77.43,263568,54755444,"Arts, Culture, Humanities : Museums ",-975949,79.13,0,2688817,OH,3846822
4111,81,176482,Akilah Institute for Women,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17469,Brooklyn,nan,122021,5.09,Executive Director,-700031,86.1,297781,1627793,Education : Youth Education Programs and Services ,-87472,83.35,0,1920044,NY,1618381
4112,96,1431563,Akron Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6133,Akron,nan,249151,1.96,"President, CEO",6229915,84.69,779514,158790362,Community Development : Community Foundations ,8540798,88.81,0,10436855,OH,10337049
4113,74,871084,Aish New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4993,New York,nan,175241,5.22,Executive Director,414641,72.32,343183,2814484,Religion : Religious Activities ,116685,73.14,0,2137064,NY,2798289
4114,93,32692,Air Warrior Courage Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13296,Silver Spring,nan,43500,3.81,Executive Director,856401,100,10495,3681419,Human Services : Social Services ,27494,95.05,0,1095991,MD,1968085
4115,96,569720,AIDS Vaccine Advocacy Coalition,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11087,New York,nan,344777,6.54,Executive Director,216914,91.72,122931,4028805,"Health : Diseases, Disorders, and Disciplines ",2738,93.49,0,4571654,NY,5422808
4116,96,985319,AIDS Foundation Houston,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5707,Houston,nan,130833,2.77,Chief Executive Officer,27801,75.28,465720,3203992,"Health : Diseases, Disorders, and Disciplines ",-21539,82.29,0,3269046,TX,4630933
4117,97,1477358,AIDS Project Los Angeles,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3224,Los Angeles,nan,127000,1.49,Executive Director,1185533,73.52,1018764,9297439,"Health : Diseases, Disorders, and Disciplines ",-182940,81.15,0,5988460,CA,9651348
4118,96,148931,AIM for Seva,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11738,Saylorsburg,nan,25200,0.85,Director,208780,95,251188,586555,"Education : Youth Education Programs and Services , ",311,95.47,0,2548776,PA,3157364
4119,63,10051,The AIMS Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3803,San Ramon,nan,,,nan,65524,90,1260,1707175,International : Humanitarian Relief Supplies ,13779,72.89,0,532229,CA,531204
4120,74,510764,AIDS Community Research Initiative of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8802,New York,nan,134517,4.9,Deputy Executive Director,-651679,59.25,473781,449186,"Health : Diseases, Disorders, and Disciplines ",0,65.81,0,1756564,NY,2047148
4121,100,1839064,Air Force Aid Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6492,Arlington,nan,215736,1.53,Chief Executive Officer,1586132,97.32,448135,181561305,Human Services : Social Services ,10265132,98.1,0,11732952,VA,5338291
4122,67,143694,Aid For Friends,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9407,Philadelphia,nan,71488,2.88,"President, Executive Director",-137542,87.5,58908,2732310,Human Services : Social Services ,48563,75.04,0,2272477,PA,2288974
4123,100,580950,AIDS United,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6235,Washington,nan,208447,1.72,"President, CEO",-268456,88.14,170739,9823225,"Health : Medical Research , ",221634,91.61,0,11311517,DC,11167132
4124,97,384344,AHRC New York City Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12270,New York,nan,169335,8.97,Foundation Director,2674313,76.06,478617,28243244,"Human Services : Social Services , ",2304529,82.93,0,1024464,NY,2257209
4125,92,156814,AIDS Emergency Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8535,San Francisco,nan,42278,2.26,Executive Director,368414,82.97,297122,3368530,Health : Patient and Family Support ,139512,86.69,0,1413617,CA,2087837
4126,40,88584,Ahavas Tzedaka,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17226,Lakewood,nan,,,President,12614,84.4,201709,74482,Human Services : Social Services ,0,56.16,0,1417522,NJ,1720429
4127,78,1610212,Agudath Israel of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3223,New York,nan,97738,0.72,Executive Director,-2241967,85.93,139193,13874483,Religion : Religious Activities ,182615,81.53,0,11669917,NY,4723666
4128,92,323911,Agros International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16777,Seattle,nan,,,nan,-643357,71.25,776314,3448629,"International : Development and Relief Services ,This rating represents consolidated financial data for these organizations:",-14588,78.89,0,2493610,WA,2961365
4129,97,986532,Air Force Museum Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6890,Wright Patterson Air Force Base,nan,192900,5.35,Executive Director,2391306,80.6,416895,12089167,"Arts, Culture, Humanities : Museums , ",2180033,86.11,0,2200661,OH,2740061
4130,85,450883,Agriculture Future of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15337,Kansas City,nan,187000,5.86,President,-28702,98.54,274457,4751122,Education : Adult Education Programs and Services ,-74092,89.34,0,2462308,MO,2968911
4131,89,975989,AIDS Action Committee of Massachusetts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5063,Boston,nan,150990,1.48,Executive Director,267912,83.36,333904,4171465,"Health : Diseases, Disorders, and Disciplines ",-256528,85.89,0,8824019,MA,10658352
4132,92,153043,Agape International Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16103,Roseville,nan,76383,2,Executive Director,1751420,95,247062,2713548,International : Development and Relief Services ,598,93.32,0,3411318,CA,4950825
4133,89,138412,Agape,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17052,Atlanta,nan,136828,9.58,Executive Director,1651403,87.17,232868,2519701,"Human Services : Youth Development, Shelter, and Crisis Services ",192711,88.04,0,1056010,GA,2885982
4134,67,259103,Aid for Starving Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12770,Santa Rosa,nan,30000,0.2,Chairman,86743,80,648095,448551,International : Humanitarian Relief Supplies ,80603,72.71,0,13615657,CA,14528995
4135,85,156385,Agape Villages,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5635,San Ramon,nan,99583,4.01,President,471641,80,96275,-2399711,Human Services : Children's and Family Services ,309559,82.32,0,2227305,CA,1000476
4136,100,705793,Air Force Enlisted Village,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8760,Shalimar,nan,107039,1.07,"President, CEO",-622252,88.32,470779,21642508,Human Services : Social Services ,191609,91.74,0,8751602,FL,2287670
4137,93,3895544,"Aga Khan Foundation, USA",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8881,Washington ,nan,322170,0.94,Chief Executive Officer,6385609,90.03,116080,168056452,"International : Development and Relief Services , ",933023,91.38,0,29917098,DC,39381308
4138,89,360554,Afterschool Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11694,Washington,nan,242081,5.11,Executive Director,-35170,97.5,150469,6950535,Education : Education Policy and Reform ,53296,92.02,0,4217954,DC,4640511
4139,96,1974653,AFS-USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3222,New York,nan,243171,0.67,President,-121678,77.5,1445110,12972317,"International : International Peace, Security, and Affairs ",289780,83.84,0,32546205,NY,14141979
4140,97,833912,After-School All-Stars,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8074,Los Angeles,nan,359400,4.16,CEO,1028726,94.08,607467,4287685,"Human Services : Youth Development, Shelter, and Crisis Services ",1188516,95.3,0,7195472,CA,8367105
4141,93,2467486,Africare,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3220,Washington,nan,25385,0.07,President,-1445116,70,398103,-1559850,International : Development and Relief Services ,-170249,78.21,0,32987770,DC,34578492
4142,82,191973,African Leadership Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16546,New York,nan,140000,3.54,Executive Director,-795797,82.5,261096,1067184,Education : Scholarship and Financial Support ,25336,82.24,0,3494206,NY,3126142
